,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Mins,Gls,Ast,G+A,xG,PrgC,PrgP,PrgR,Shots,Shts on Target,TklW,Blocks,Int,Succ Takeons,Recov,Aerial Duels,Pass CmpRate,LongPass CmpRate,KeyPasses,PassPA,FinalThird Passes,CrsPA
5573,2023,Udinese,Serie A,Walace,BRA,MF,27.0,3190,0,1,1,1.1,47.0,170.0,36.0,32,6,39,47.0,51,11.0,297.0,23.0,83.7,73.5,17.0,12.0,153.0,3.0
5574,2023,Udinese,Serie A,Marvin Zeegelaar,NED,DF,31.0,353,1,0,1,0.2,6.0,9.0,11.0,3,1,4,2.0,3,8.0,16.0,8.0,81.8,50.0,4.0,3.0,6.0,1.0
5575,2023,Union Berlin,Bundesliga,Timo Baumgartl,GER,DF,26.0,562,0,1,1,0.2,4.0,28.0,2.0,4,2,6,12.0,2,0.0,41.0,19.0,81.3,41.3,3.0,4.0,20.0,2.0
5576,2023,Union Berlin,Bundesliga,Sheraldo Becker,SUR,FW,27.0,2554,11,7,18,6.5,105.0,44.0,240.0,67,26,5,13.0,3,26.0,86.0,16.0,59.4,55.3,44.0,44.0,20.0,30.0
5577,2023,Union Berlin,Bundesliga,Kevin Behrens,GER,FW,31.0,1535,8,1,9,4.8,11.0,71.0,92.0,35,14,7,18.0,5,12.0,43.0,176.0,58.6,67.9,21.0,26.0,31.0,1.0
5578,2023,Union Berlin,Bundesliga,Danilho Doekhi,NED,DF,24.0,2216,5,1,6,1.9,15.0,73.0,21.0,17,9,23,27.0,29,3.0,103.0,61.0,79.2,50.8,7.0,4.0,69.0,0.0
5579,2023,Union Berlin,Bundesliga,Niko Gießelmann,GER,DF,30.0,1302,0,2,2,1.1,14.0,50.0,50.0,20,3,11,17.0,9,4.0,60.0,21.0,66.7,52.7,22.0,22.0,36.0,11.0
5580,2023,Union Berlin,Bundesliga,Lennart Grill,GER,GK,23.0,450,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,5.0,3.0,68.7,45.8,0.0,0.0,10.0,0.0
5581,2023,Union Berlin,Bundesliga,Janik Haberer,GER,MF,28.0,2187,5,1,6,3.3,21.0,78.0,84.0,32,14,17,35.0,14,11.0,144.0,38.0,72.2,61.8,23.0,14.0,58.0,4.0
5582,2023,Union Berlin,Bundesliga,Genki Haraguchi,JPN,MF,31.0,498,0,0,0,0.3,6.0,17.0,18.0,6,1,8,7.0,3,5.0,19.0,8.0,74.8,71.4,7.0,3.0,15.0,0.0
5583,2023,Union Berlin,Bundesliga,Paul Jaeckel,GER,DF,24.0,1196,1,0,1,0.1,6.0,41.0,8.0,2,2,18,11.0,19,7.0,69.0,19.0,81.5,51.2,1.0,4.0,55.0,1.0
5584,2023,Union Berlin,Bundesliga,Josip Juranović,CRO,DF,26.0,935,2,1,3,1.6,11.0,27.0,33.0,6,1,7,9.0,6,7.0,63.0,3.0,64.6,39.3,22.0,11.0,22.0,9.0
5585,2023,Union Berlin,Bundesliga,Rani Khedira,GER,MF,28.0,2882,2,0,2,1.7,14.0,69.0,26.0,24,3,33,33.0,40,10.0,194.0,44.0,74.9,43.7,8.0,7.0,63.0,3.0
5586,2023,Union Berlin,Bundesliga,Robin Knoche,GER,DF,30.0,2873,2,3,5,2.4,12.0,98.0,6.0,8,1,29,35.0,38,11.0,246.0,55.0,81.1,57.3,5.0,7.0,98.0,3.0
5587,2023,Union Berlin,Bundesliga,Aïssa Laïdouni,TUN,MF,25.0,871,2,0,2,0.8,10.0,40.0,25.0,6,2,7,22.0,9,14.0,73.0,7.0,73.8,62.2,4.0,13.0,29.0,3.0
5588,2023,Union Berlin,Bundesliga,Diogo Leite,POR,DF,23.0,2254,0,1,1,0.8,19.0,111.0,14.0,12,0,20,23.0,26,1.0,144.0,70.0,78.4,56.2,4.0,4.0,97.0,1.0
5589,2023,Union Berlin,Bundesliga,Jamie Leweling,GER,"FW,MF",21.0,265,1,1,2,0.7,8.0,4.0,24.0,9,5,3,3.0,1,5.0,19.0,1.0,68.4,57.1,3.0,2.0,2.0,2.0
5590,2023,Union Berlin,Bundesliga,Sven Michel,GER,"FW,MF",32.0,495,3,1,4,1.7,9.0,12.0,50.0,15,2,5,5.0,0,3.0,29.0,25.0,55.2,33.3,7.0,4.0,9.0,2.0
5591,2023,Union Berlin,Bundesliga,Levin Öztunalı,GER,MF,26.0,9,0,1,1,0.0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0
5592,2023,Union Berlin,Bundesliga,Miloš Pantović,SRB,MF,26.0,206,1,0,1,1.4,2.0,4.0,4.0,5,2,2,3.0,0,0.0,15.0,6.0,61.3,40.0,0.0,2.0,2.0,1.0
5593,2023,Union Berlin,Bundesliga,Jordan Pefok,USA,FW,26.0,1358,4,4,8,4.5,4.0,27.0,53.0,32,6,7,17.0,4,9.0,41.0,106.0,55.0,37.5,18.0,8.0,18.0,0.0
5594,2023,Union Berlin,Bundesliga,Tymoteusz Puchacz,POL,DF,23.0,58,0,0,0,0.0,0.0,2.0,9.0,0,0,0,0.0,0,0.0,1.0,0.0,61.1,28.6,1.0,0.0,0.0,0.0
5595,2023,Union Berlin,Bundesliga,Jérôme Roussillon,FRA,DF,29.0,957,0,2,2,0.5,18.0,28.0,42.0,9,2,9,7.0,4,11.0,54.0,6.0,70.1,35.2,6.0,9.0,19.0,5.0
5596,2023,Union Berlin,Bundesliga,Julian Ryerson,NOR,DF,24.0,1037,0,0,0,0.7,20.0,32.0,32.0,16,5,17,15.0,12,18.0,77.0,5.0,69.9,40.7,8.0,12.0,22.0,8.0
5597,2023,Union Berlin,Bundesliga,Frederik Rønnow,DEN,GK,29.0,2610,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,42.0,10.0,69.4,44.3,1.0,3.0,69.0,0.0
5598,2023,Union Berlin,Bundesliga,András Schäfer,HUN,MF,23.0,860,0,0,0,0.4,15.0,26.0,18.0,7,1,9,12.0,4,9.0,65.0,11.0,74.8,39.1,3.0,4.0,22.0,1.0
5599,2023,Union Berlin,Bundesliga,Paul Seguin,GER,MF,27.0,691,1,3,4,1.2,13.0,49.0,28.0,15,4,8,6.0,6,7.0,54.0,13.0,68.4,41.7,10.0,16.0,26.0,8.0
5600,2023,Union Berlin,Bundesliga,Tim Skarke,GER,"DF,MF",25.0,53,0,0,0,0.2,3.0,0.0,10.0,4,2,1,1.0,0,1.0,1.0,0.0,61.1,0.0,1.0,1.0,1.0,1.0
5601,2023,Union Berlin,Bundesliga,Morten Thorsby,NOR,MF,26.0,833,1,1,2,0.8,0.0,15.0,21.0,9,3,10,11.0,3,0.0,37.0,21.0,62.3,38.5,7.0,4.0,12.0,1.0
5602,2023,Union Berlin,Bundesliga,Christopher Trimmel,AUT,DF,35.0,1811,0,6,6,0.7,34.0,65.0,80.0,14,3,16,14.0,25,8.0,107.0,23.0,62.4,28.6,35.0,26.0,53.0,18.0
5603,2023,Valencia,La Liga,Domingos André Ribeiro Almeida,POR,MF,22.0,2539,2,4,6,1.4,74.0,197.0,71.0,23,8,42,26.0,20,46.0,161.0,14.0,79.2,51.6,43.0,43.0,143.0,13.0
5604,2023,Valencia,La Liga,Marcos André,BRA,"FW,MF",25.0,447,1,0,1,1.5,2.0,7.0,20.0,17,2,1,4.0,0,9.0,9.0,10.0,67.2,25.0,4.0,1.0,4.0,0.0
5605,2023,Valencia,La Liga,Samu Castillejo,ESP,"FW,MF",27.0,1362,4,0,4,2.9,54.0,76.0,115.0,37,10,12,21.0,9,23.0,66.0,7.0,76.2,48.9,30.0,21.0,49.0,6.0
5606,2023,Valencia,La Liga,Edinson Cavani,URU,FW,35.0,1449,5,2,7,6.0,8.0,20.0,53.0,31,8,4,10.0,2,4.0,37.0,20.0,74.3,81.5,12.0,4.0,14.0,0.0
5607,2023,Valencia,La Liga,Eray Cömert,SUI,DF,24.0,1672,1,0,1,0.5,6.0,54.0,1.0,10,6,23,23.0,29,2.0,106.0,44.0,86.2,66.5,3.0,2.0,48.0,0.0
5608,2023,Valencia,La Liga,Thierry Correia,POR,DF,23.0,2009,0,0,0,0.3,60.0,104.0,122.0,6,0,52,25.0,24,13.0,149.0,24.0,76.8,50.5,14.0,26.0,101.0,14.0
5609,2023,Valencia,La Liga,Mouctar Diakhaby,GUI,DF,25.0,2446,3,0,3,2.7,19.0,86.0,11.0,21,7,16,30.0,20,5.0,149.0,48.0,81.9,59.3,5.0,0.0,76.0,0.0
5610,2023,Valencia,La Liga,Hugo Duro,ESP,FW,22.0,1385,1,1,2,4.4,9.0,19.0,67.0,32,9,12,11.0,2,2.0,37.0,32.0,73.3,50.0,11.0,1.0,13.0,0.0
5611,2023,Valencia,La Liga,Dimitri Foulquier,FRA,DF,29.0,1738,0,2,2,0.2,51.0,70.0,84.0,3,0,19,19.0,14,19.0,111.0,18.0,71.1,42.5,12.0,21.0,61.0,14.0
5612,2023,Valencia,La Liga,Maxi Gómez,URU,FW,25.0,108,0,0,0,0.2,1.0,0.0,1.0,3,0,0,0.0,0,0.0,0.0,2.0,64.3,33.3,2.0,0.0,0.0,0.0
5613,2023,Valencia,La Liga,Nicolás González,ESP,MF,20.0,1405,1,1,2,1.5,21.0,81.0,17.0,14,3,15,21.0,19,28.0,95.0,27.0,86.9,59.6,12.0,9.0,92.0,0.0
5614,2023,Valencia,La Liga,Javier Guerra,ESP,MF,19.0,605,1,0,1,0.9,17.0,30.0,16.0,15,6,13,8.0,11,14.0,43.0,6.0,78.7,43.5,5.0,10.0,15.0,1.0
5615,2023,Valencia,La Liga,Hugo Guillamón,ESP,MF,22.0,1632,1,4,5,1.1,11.0,101.0,20.0,3,1,12,14.0,19,1.0,96.0,20.0,82.9,72.2,25.0,11.0,96.0,3.0
5616,2023,Valencia,La Liga,Justin Kluivert,NED,"FW,MF",23.0,1447,6,0,6,6.6,58.0,33.0,126.0,43,15,14,4.0,7,30.0,69.0,8.0,69.2,46.0,23.0,21.0,15.0,10.0
5617,2023,Valencia,La Liga,Toni Lato,ESP,"DF,MF",24.0,914,1,0,1,0.8,18.0,40.0,47.0,9,1,11,10.0,6,7.0,50.0,4.0,79.6,42.6,15.0,10.0,32.0,2.0
5618,2023,Valencia,La Liga,Samuel Lino,BRA,"FW,MF",22.0,2887,6,1,7,7.8,144.0,93.0,260.0,96,33,43,34.0,18,53.0,170.0,17.0,75.5,46.8,27.0,30.0,46.0,7.0
5619,2023,Valencia,La Liga,Diego López,ESP,"FW,MF",20.0,447,3,1,4,3.5,21.0,17.0,46.0,12,8,2,9.0,3,9.0,29.0,7.0,66.9,64.3,10.0,11.0,7.0,4.0
5620,2023,Valencia,La Liga,José Luis Gayà,ESP,DF,27.0,2709,1,3,4,1.9,74.0,124.0,200.0,22,8,46,28.0,23,25.0,166.0,24.0,74.0,41.7,58.0,40.0,94.0,27.0
5621,2023,Valencia,La Liga,Giorgi Mamardashvili,GEO,GK,21.0,3420,0,0,0,0.0,0.0,2.0,0.0,0,0,0,0.0,1,0.0,61.0,8.0,64.2,38.7,0.0,0.0,17.0,0.0
5622,2023,Valencia,La Liga,Alberto Marí,ESP,"FW,MF",21.0,86,1,0,1,0.2,1.0,1.0,6.0,2,1,0,0.0,0,1.0,4.0,2.0,40.0,0.0,0.0,0.0,1.0,0.0
5623,2023,Valencia,La Liga,Ilaix Moriba,GUI,MF,19.0,1011,0,2,2,1.2,16.0,67.0,30.0,21,5,16,11.0,4,12.0,75.0,25.0,80.4,69.2,12.0,12.0,53.0,2.0
5624,2023,Valencia,La Liga,Cristhian Mosquera,COL,DF,18.0,145,0,0,0,0.2,0.0,1.0,1.0,2,0,2,1.0,1,0.0,8.0,3.0,81.5,44.4,0.0,0.0,0.0,0.0
5625,2023,Valencia,La Liga,Yunus Musah,USA,MF,19.0,2110,0,2,2,1.8,72.0,93.0,101.0,22,3,35,20.0,11,27.0,97.0,28.0,78.3,67.2,16.0,12.0,52.0,4.0
5626,2023,Valencia,La Liga,Cenk Özkacar,TUR,DF,21.0,1365,0,0,0,0.8,23.0,61.0,2.0,11,2,20,14.0,12,10.0,106.0,49.0,84.0,65.9,4.0,3.0,54.0,1.0
5627,2023,Valencia,La Liga,Gabriel Paulista,BRA,DF,31.0,1504,1,0,1,0.7,12.0,61.0,1.0,14,2,9,22.0,32,0.0,83.0,42.0,83.9,68.5,5.0,4.0,53.0,0.0
5628,2023,Valencia,La Liga,Francisco Perez,ESP,"FW,MF",19.0,141,0,0,0,0.0,7.0,8.0,15.0,1,0,1,0.0,0,5.0,12.0,0.0,76.6,33.3,0.0,3.0,2.0,0.0
5629,2023,Valencia,La Liga,Carlos Soler,ESP,MF,25.0,242,1,0,1,0.9,3.0,13.0,7.0,4,1,0,1.0,0,1.0,4.0,1.0,74.8,37.5,4.0,4.0,5.0,0.0
5630,2023,Valencia,La Liga,Jesus Vazquez,ESP,"DF,MF",19.0,310,0,0,0,0.2,4.0,13.0,17.0,6,1,8,4.0,1,6.0,22.0,2.0,83.0,42.9,3.0,3.0,12.0,3.0
5631,2023,Valladolid,La Liga,Álvaro Aceves,ESP,GK,19.0,13,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2.0,1.0,87.5,50.0,0.0,0.0,0.0,0.0
5632,2023,Valladolid,La Liga,Álvaro Aguado,ESP,MF,26.0,1888,1,2,3,1.0,29.0,139.0,50.0,20,6,15,16.0,13,13.0,130.0,15.0,81.4,70.7,35.0,11.0,111.0,2.0
5633,2023,Valladolid,La Liga,Babatunde Akinsola,NGA,FW,19.0,11,0,0,0,0.0,1.0,0.0,3.0,0,0,1,0.0,0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
5634,2023,Valladolid,La Liga,Selim Amallah,MAR,"MF,FW",25.0,267,2,1,3,0.9,11.0,10.0,9.0,5,2,9,2.0,5,11.0,10.0,7.0,75.9,75.0,3.0,2.0,7.0,0.0
5635,2023,Valladolid,La Liga,Anuar,MAR,"MF,FW",27.0,210,1,0,1,0.4,6.0,3.0,4.0,3,1,4,5.0,3,2.0,10.0,2.0,75.0,0.0,4.0,0.0,3.0,0.0
5636,2023,Valladolid,La Liga,Roberto Arroyo,ESP,MF,18.0,15,0,0,0,0.0,1.0,0.0,4.0,0,0,1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5637,2023,Valladolid,La Liga,Sergio Asenjo,ESP,GK,33.0,900,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,22.0,0.0,66.0,44.8,0.0,0.0,4.0,0.0
5638,2023,Valladolid,La Liga,Sergio Escudero,ESP,DF,32.0,1439,1,0,1,1.5,17.0,40.0,37.0,27,7,19,26.0,26,7.0,89.0,24.0,71.1,41.7,16.0,16.0,30.0,9.0
5639,2023,Valladolid,La Liga,Zouhair Feddal,MAR,DF,33.0,375,0,0,0,0.2,0.0,5.0,0.0,1,0,2,9.0,5,0.0,19.0,6.0,79.1,54.2,2.0,1.0,6.0,0.0
5640,2023,Valladolid,La Liga,Joaquín Fernández,ESP,DF,26.0,2156,1,0,1,0.5,6.0,42.0,3.0,10,1,28,31.0,27,1.0,93.0,52.0,82.5,59.5,2.0,4.0,53.0,0.0
5641,2023,Valladolid,La Liga,Iván Fresneda,ESP,DF,17.0,1743,0,0,0,0.6,48.0,62.0,101.0,4,0,34,32.0,15,15.0,103.0,8.0,77.0,51.9,18.0,16.0,55.0,11.0
5642,2023,Valladolid,La Liga,Sékou Gassama,SEN,FW,27.0,36,0,0,0,0.4,1.0,0.0,1.0,2,0,0,0.0,0,0.0,2.0,2.0,77.8,0.0,1.0,0.0,0.0,0.0
5643,2023,Valladolid,La Liga,Sergi Guardiola,ESP,FW,31.0,502,0,0,0,1.0,7.0,3.0,20.0,11,3,7,6.0,2,0.0,14.0,9.0,63.2,60.0,2.0,1.0,1.0,1.0
5644,2023,Valladolid,La Liga,Martin Hongla,CMR,"DF,MF",24.0,1306,0,0,0,0.0,6.0,50.0,5.0,1,0,13,15.0,8,9.0,98.0,7.0,82.0,64.9,2.0,4.0,33.0,1.0
5645,2023,Valladolid,La Liga,Kenedy,BRA,"FW,DF",26.0,275,0,1,1,0.5,4.0,4.0,21.0,6,3,2,2.0,1,4.0,14.0,2.0,66.3,20.0,4.0,2.0,7.0,2.0
5646,2023,Valladolid,La Liga,Cyle Larin,CAN,FW,27.0,1469,8,3,11,7.5,25.0,17.0,72.0,49,17,3,6.0,0,10.0,41.0,43.0,68.8,64.3,16.0,7.0,5.0,1.0
5647,2023,Valladolid,La Liga,Sergio León,ESP,FW,33.0,1334,6,1,7,3.9,21.0,22.0,75.0,26,15,4,6.0,0,10.0,45.0,18.0,67.0,45.0,12.0,6.0,5.0,1.0
5648,2023,Valladolid,La Liga,Darwin Machís,VEN,FW,29.0,599,0,1,1,1.1,29.0,10.0,53.0,19,6,2,5.0,3,11.0,26.0,2.0,65.9,51.1,9.0,11.0,7.0,10.0
5649,2023,Valladolid,La Liga,Mickael Malsa,MTQ,MF,26.0,69,0,0,0,0.0,0.0,5.0,0.0,0,0,2,1.0,2,1.0,5.0,1.0,65.0,0.0,0.0,0.0,3.0,0.0
5650,2023,Valladolid,La Liga,Jordi Masip,ESP,GK,33.0,2507,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,31.0,6.0,70.5,45.6,0.0,0.0,15.0,0.0
5651,2023,Valladolid,La Liga,Roque Mesa,ESP,MF,33.0,1617,2,1,3,1.4,29.0,116.0,24.0,26,10,15,16.0,13,15.0,145.0,11.0,82.0,64.7,18.0,18.0,106.0,4.0
5652,2023,Valladolid,La Liga,Monchu,ESP,MF,22.0,2031,3,2,5,2.4,17.0,111.0,25.0,39,10,29,28.0,18,10.0,119.0,18.0,79.0,62.3,25.0,5.0,98.0,2.0
5653,2023,Valladolid,La Liga,Juanjo Narváez,COL,"MF,FW",27.0,148,0,0,0,0.2,0.0,0.0,9.0,3,0,1,2.0,0,1.0,5.0,3.0,69.4,0.0,0.0,0.0,0.0,0.0
5654,2023,Valladolid,La Liga,Lucas Olaza,URU,DF,28.0,1494,0,1,1,0.4,12.0,66.0,90.0,5,2,14,20.0,14,4.0,72.0,27.0,76.0,47.7,16.0,17.0,34.0,8.0
5655,2023,Valladolid,La Liga,Lucas Oliveira Rosa,BRA,DF,22.0,931,0,1,1,0.4,24.0,22.0,61.0,6,1,18,12.0,15,9.0,55.0,15.0,72.1,40.4,10.0,11.0,8.0,7.0
5656,2023,Valladolid,La Liga,Kike Pérez,ESP,MF,25.0,2307,1,2,3,2.3,54.0,134.0,82.0,46,10,33,26.0,20,30.0,186.0,31.0,75.8,61.8,32.0,19.0,101.0,5.0
5657,2023,Valladolid,La Liga,Luis Pérez,ESP,DF,27.0,1213,0,1,1,0.1,24.0,42.0,84.0,4,0,24,13.0,16,8.0,55.0,7.0,76.0,60.0,13.0,15.0,30.0,13.0
5658,2023,Valladolid,La Liga,Óscar Plano,ESP,"FW,MF",31.0,2038,1,1,2,2.8,30.0,73.0,95.0,30,10,25,26.0,29,13.0,108.0,34.0,73.1,61.2,16.0,17.0,56.0,4.0
5659,2023,Valladolid,La Liga,Gonzalo Plata,ECU,FW,21.0,2302,1,5,6,3.7,97.0,54.0,213.0,37,13,35,40.0,12,66.0,123.0,17.0,74.4,38.3,37.0,19.0,28.0,3.0
5660,2023,Valladolid,La Liga,Manuel Pozo,ESP,FW,20.0,19,0,0,0,0.1,0.0,1.0,1.0,1,0,0,2.0,2,1.0,4.0,0.0,75.0,100.0,1.0,0.0,1.0,0.0
5661,2023,Valladolid,La Liga,Iván Sánchez,ESP,"MF,FW",29.0,1154,1,1,2,0.8,58.0,65.0,61.0,17,7,14,14.0,8,36.0,62.0,2.0,79.4,54.7,17.0,16.0,36.0,8.0
5662,2023,Valladolid,La Liga,Javi Sánchez,ESP,DF,25.0,2392,1,0,1,0.7,21.0,74.0,5.0,9,2,26,32.0,46,7.0,115.0,46.0,81.9,57.5,3.0,3.0,65.0,0.0
5663,2023,Valladolid,La Liga,David Torres,ESP,DF,19.0,385,0,0,0,0.5,2.0,11.0,2.0,1,0,1,4.0,3,1.0,14.0,9.0,79.7,43.8,1.0,0.0,8.0,0.0
5664,2023,Valladolid,La Liga,Toni Villa,ESP,MF,27.0,91,0,0,0,0.0,2.0,4.0,5.0,0,0,3,0.0,0,1.0,6.0,0.0,62.5,33.3,1.0,0.0,2.0,0.0
5665,2023,Valladolid,La Liga,Shon Weissman,ISR,FW,26.0,747,1,0,1,2.3,7.0,4.0,15.0,18,7,1,8.0,1,2.0,24.0,4.0,76.9,33.3,3.0,0.0,3.0,0.0
5666,2023,Valladolid,La Liga,Jawad El Yamiq,MAR,DF,30.0,1608,1,0,1,1.1,21.0,55.0,3.0,17,4,11,27.0,37,10.0,118.0,42.0,81.1,58.5,5.0,2.0,48.0,0.0
5667,2023,Villarreal,La Liga,Raúl Albiol,ESP,DF,36.0,2119,0,0,0,0.1,12.0,100.0,3.0,2,1,17,17.0,14,4.0,108.0,38.0,88.5,74.9,2.0,5.0,98.0,0.0
5668,2023,Villarreal,La Liga,Alex Baena,ESP,"MF,FW",21.0,1947,6,2,8,3.9,50.0,124.0,110.0,62,22,17,15.0,7,27.0,100.0,1.0,79.3,59.0,31.0,43.0,75.0,3.0
5669,2023,Villarreal,La Liga,Étienne Capoue,FRA,MF,34.0,1955,3,0,3,2.6,45.0,98.0,72.0,26,12,12,12.0,19,31.0,113.0,25.0,87.7,66.7,10.0,8.0,115.0,1.0
5670,2023,Villarreal,La Liga,Samuel Chukwueze,NGA,"FW,MF",23.0,2339,6,5,11,6.5,133.0,85.0,261.0,60,17,7,13.0,12,86.0,110.0,14.0,76.8,65.8,44.0,45.0,35.0,7.0
5671,2023,Villarreal,La Liga,Diego Collado,ESP,FW,21.0,6,0,0,0,0.0,0.0,1.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,71.4,100.0,0.0,0.0,0.0,0.0
5672,2023,Villarreal,La Liga,Francis Coquelin,FRA,MF,31.0,748,1,0,1,1.0,11.0,29.0,27.0,7,1,13,8.0,9,2.0,36.0,6.0,85.2,70.0,6.0,3.0,19.0,1.0
5673,2023,Villarreal,La Liga,Jorge Cuenca,ESP,DF,22.0,506,0,0,0,0.4,7.0,26.0,1.0,4,0,7,10.0,6,0.0,28.0,15.0,87.0,54.9,1.0,2.0,21.0,0.0
5674,2023,Villarreal,La Liga,Arnaut Danjuma,NED,FW,25.0,479,2,0,2,2.7,12.0,2.0,35.0,11,4,3,0.0,0,3.0,10.0,0.0,73.7,66.7,5.0,3.0,3.0,2.0
5675,2023,Villarreal,La Liga,Alberto Del Moral,ESP,MF,22.0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,2023,Villarreal,La Liga,Mamadou Fall,SEN,DF,19.0,30,0,0,0,0.0,0.0,1.0,0.0,0,0,0,1.0,0,0.0,4.0,0.0,81.3,66.7,0.0,1.0,0.0,1.0
5677,2023,Villarreal,La Liga,Kiko Femenía,ESP,DF,31.0,1133,0,0,0,0.1,36.0,66.0,47.0,2,0,9,15.0,20,6.0,61.0,9.0,85.7,51.6,9.0,10.0,49.0,4.0
5678,2023,Villarreal,La Liga,Juan Foyth,ARG,DF,24.0,1958,1,0,1,1.1,47.0,100.0,18.0,14,4,48,32.0,20,27.0,125.0,36.0,87.5,68.9,13.0,13.0,90.0,3.0
5679,2023,Villarreal,La Liga,Haissem Hassan,FRA,"FW,MF",20.0,52,0,0,0,0.0,3.0,0.0,3.0,0,0,0,0.0,1,2.0,2.0,1.0,75.0,100.0,1.0,0.0,3.0,0.0
5680,2023,Villarreal,La Liga,Nicolas Jackson,SEN,FW,21.0,1598,12,4,16,7.8,49.0,40.0,117.0,41,23,11,18.0,2,23.0,46.0,13.0,75.7,86.7,21.0,9.0,25.0,0.0
5681,2023,Villarreal,La Liga,Filip Jørgensen,DEN,GK,20.0,180,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2.0,0.0,89.1,54.5,0.0,0.0,0.0,0.0
5682,2023,Villarreal,La Liga,Giovani Lo Celso,ARG,"MF,FW",26.0,1126,2,3,5,2.4,35.0,97.0,70.0,30,7,28,14.0,6,22.0,61.0,2.0,83.3,78.3,31.0,29.0,51.0,1.0
5683,2023,Villarreal,La Liga,José Luis Morales,ESP,"FW,MF",35.0,1211,7,0,7,6.5,40.0,15.0,92.0,41,21,6,12.0,2,18.0,29.0,8.0,70.2,63.6,9.0,10.0,4.0,2.0
5684,2023,Villarreal,La Liga,Aïssa Mandi,ALG,DF,30.0,1461,0,0,0,0.1,7.0,36.0,9.0,2,2,10,19.0,21,1.0,62.0,20.0,90.7,81.7,4.0,3.0,30.0,0.0
5685,2023,Villarreal,La Liga,Johan Mojica,COL,DF,29.0,642,0,0,0,0.1,27.0,19.0,38.0,2,1,9,8.0,4,6.0,49.0,7.0,80.5,60.0,9.0,3.0,18.0,3.0
5686,2023,Villarreal,La Liga,Alberto Moreno,ESP,DF,30.0,1296,0,1,1,0.9,41.0,47.0,97.0,15,3,12,12.0,23,6.0,62.0,12.0,82.9,56.3,12.0,24.0,18.0,6.0
5687,2023,Villarreal,La Liga,Gerard Moreno,ESP,FW,30.0,1230,7,3,10,9.0,21.0,68.0,108.0,41,19,6,6.0,5,29.0,38.0,19.0,73.1,81.3,19.0,25.0,35.0,1.0
5688,2023,Villarreal,La Liga,Manu Morlanes,ESP,MF,23.0,158,0,0,0,0.0,1.0,6.0,1.0,0,0,2,3.0,1,0.0,5.0,1.0,78.3,57.1,0.0,0.0,6.0,0.0
5689,2023,Villarreal,La Liga,Fernando Niño,ESP,"MF,FW",21.0,22,0,0,0,0.1,0.0,0.0,4.0,1,0,0,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
5690,2023,Villarreal,La Liga,Daniel Parejo,ESP,MF,33.0,3285,3,4,7,4.7,26.0,250.0,32.0,26,8,40,40.0,29,29.0,257.0,17.0,86.6,64.9,50.0,35.0,271.0,3.0
5691,2023,Villarreal,La Liga,Pascu,ESP,"DF,FW",19.0,10,1,0,1,0.1,1.0,1.0,2.0,1,1,0,0.0,0,0.0,2.0,0.0,62.5,0.0,0.0,0.0,1.0,0.0
5692,2023,Villarreal,La Liga,Alfonso Pedraza,ESP,DF,26.0,1633,0,3,3,1.2,68.0,31.0,145.0,26,10,26,19.0,18,21.0,88.0,12.0,77.0,43.8,18.0,19.0,22.0,9.0
5693,2023,Villarreal,La Liga,Yeremi Pino,ESP,"FW,MF",19.0,2447,4,6,10,8.0,65.0,62.0,256.0,50,19,38,41.0,15,48.0,107.0,24.0,77.0,63.3,44.0,24.0,18.0,2.0
5694,2023,Villarreal,La Liga,Pepe Reina,ESP,GK,39.0,1980,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1.0,23.0,3.0,80.1,47.2,1.0,0.0,5.0,0.0
5695,2023,Villarreal,La Liga,Gerónimo Rulli,ARG,GK,30.0,1260,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,20.0,3.0,85.5,59.2,0.0,0.0,6.0,0.0
5696,2023,Villarreal,La Liga,Ramón Terrats,ESP,MF,21.0,816,1,1,2,0.9,21.0,45.0,32.0,15,6,10,11.0,8,15.0,43.0,6.0,83.8,66.0,10.0,9.0,30.0,1.0
5697,2023,Villarreal,La Liga,Pau Torres,ESP,DF,25.0,3054,1,0,1,2.4,76.0,197.0,12.0,12,5,25,36.0,13,26.0,195.0,59.0,85.1,63.3,14.0,14.0,187.0,1.0
