,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Mins,Gls,Ast,G+A,xG,PrgC,PrgP,PrgR,Shots,Shts on Target,TklW,Blocks,Int,Succ Takeons,Recov,Aerial Duels,Pass CmpRate,LongPass CmpRate,KeyPasses,PassPA,FinalThird Passes,CrsPA
2920,2023,Ajaccio,Ligue 1,Mickaël Alphonse,GLP,DF,33.0,1361,0,0,0,0.5,30.0,51.0,34.0,10,2,23,17.0,35,10.0,89.0,32.0,65.3,33.8,11.0,10.0,43.0,5.0
2921,2023,Ajaccio,Ligue 1,Cédric Avinel,GLP,DF,35.0,1794,1,0,1,1.0,3.0,31.0,1.0,3,1,7,20.0,15,0.0,93.0,38.0,85.0,65.7,0.0,0.0,13.0,0.0
2922,2023,Ajaccio,Ligue 1,Mickaël Barreto,FRA,MF,31.0,1325,1,1,2,0.9,26.0,87.0,53.0,19,4,20,17.0,18,23.0,100.0,9.0,69.2,46.2,18.0,16.0,71.0,7.0
2923,2023,Ajaccio,Ligue 1,Cyrille Bayala,BFA,MF,26.0,2009,1,1,2,2.0,46.0,66.0,109.0,22,6,37,20.0,25,25.0,150.0,41.0,61.0,31.6,19.0,14.0,45.0,7.0
2924,2023,Ajaccio,Ligue 1,Youcef Belaïli,ALG,"MF,FW",30.0,1150,6,3,9,6.2,32.0,55.0,68.0,27,9,10,10.0,5,29.0,75.0,7.0,71.6,59.5,21.0,22.0,35.0,6.0
2925,2023,Ajaccio,Ligue 1,Kouamé Botué,BFA,"FW,MF",19.0,229,0,0,0,1.2,4.0,4.0,16.0,7,0,2,1.0,0,1.0,13.0,10.0,70.2,0.0,3.0,1.0,6.0,0.0
2926,2023,Ajaccio,Ligue 1,Florian Chabrolle,FRA,MF,24.0,329,0,0,0,0.1,1.0,14.0,8.0,2,1,4,3.0,7,0.0,22.0,1.0,87.0,44.4,0.0,2.0,7.0,0.0
2927,2023,Ajaccio,Ligue 1,Ivane Chegra,FRA,"MF,FW",18.0,193,0,0,0,0.0,7.0,7.0,5.0,1,0,3,0.0,1,3.0,12.0,2.0,52.5,44.4,1.0,1.0,5.0,0.0
2928,2023,Ajaccio,Ligue 1,Yanis Cimignani,FRA,"MF,DF",20.0,279,0,0,0,0.2,3.0,0.0,17.0,6,2,5,5.0,2,2.0,12.0,0.0,66.4,57.1,3.0,2.0,1.0,2.0
2929,2023,Ajaccio,Ligue 1,Mathieu Coutadeur,FRA,MF,36.0,1947,0,0,0,0.1,20.0,110.0,22.0,4,0,13,19.0,19,5.0,150.0,9.0,84.0,70.7,10.0,7.0,100.0,1.0
2930,2023,Ajaccio,Ligue 1,Ismael Diallo,CIV,DF,25.0,2176,0,0,0,0.3,36.0,70.0,36.0,3,0,33,26.0,30,14.0,166.0,26.0,74.6,52.7,9.0,8.0,73.0,4.0
2931,2023,Ajaccio,Ligue 1,Moussa Djitte,SEN,FW,22.0,136,0,0,0,0.1,0.0,2.0,12.0,2,0,0,0.0,0,0.0,5.0,5.0,75.0,50.0,1.0,1.0,3.0,0.0
2932,2023,Ajaccio,Ligue 1,Oumar Gonzalez,CMR,DF,24.0,2578,0,0,0,1.0,12.0,54.0,5.0,11,3,28,32.0,52,7.0,157.0,63.0,81.6,54.7,1.0,1.0,29.0,0.0
2933,2023,Ajaccio,Ligue 1,Ben Hamed Touré,CIV,FW,18.0,209,0,0,0,0.1,2.0,1.0,8.0,2,0,4,2.0,1,3.0,5.0,2.0,77.8,0.0,0.0,0.0,1.0,0.0
2934,2023,Ajaccio,Ligue 1,Romain Hamouma,FRA,"FW,MF",35.0,1079,2,2,4,3.2,29.0,47.0,110.0,16,6,3,8.0,2,16.0,33.0,12.0,72.3,45.5,13.0,8.0,29.0,1.0
2935,2023,Ajaccio,Ligue 1,Mounaim El Idrissy,FRA,FW,23.0,2497,6,0,6,7.2,21.0,40.0,173.0,50,19,19,22.0,13,11.0,67.0,110.0,66.4,50.0,13.0,9.0,33.0,1.0
2936,2023,Ajaccio,Ligue 1,Anthony Khelifa,FRA,DF,16.0,10,0,0,0,0.0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,2.0,0.0,91.7,100.0,0.0,0.0,1.0,0.0
2937,2023,Ajaccio,Ligue 1,Youssouf Koné,MLI,DF,27.0,916,0,0,0,0.0,14.0,23.0,16.0,1,1,19,9.0,12,8.0,67.0,4.0,75.6,46.2,1.0,3.0,22.0,2.0
2938,2023,Ajaccio,Ligue 1,Qazim Laçi,ALB,MF,26.0,212,0,0,0,0.2,0.0,24.0,4.0,4,0,3,5.0,2,2.0,20.0,4.0,78.2,67.7,3.0,1.0,18.0,0.0
2939,2023,Ajaccio,Ligue 1,Paolo Lebas,FRA,MF,19.0,55,0,0,0,0.0,0.0,2.0,0.0,0,0,0,0.0,0,1.0,3.0,0.0,75.0,0.0,0.0,0.0,2.0,0.0
2940,2023,Ajaccio,Ligue 1,Benjamin Leroy,FRA,GK,33.0,2798,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0.0,1,0.0,46.0,2.0,60.9,44.0,0.0,0.0,22.0,0.0
2941,2023,Ajaccio,Ligue 1,Ruan Levine,BRA,"MF,FW",23.0,24,0,0,0,0.2,0.0,1.0,4.0,2,1,2,1.0,2,2.0,4.0,0.0,92.9,0.0,1.0,0.0,1.0,0.0
2942,2023,Ajaccio,Ligue 1,Thomas Mangani,FRA,MF,35.0,1332,1,1,2,2.0,9.0,92.0,15.0,9,0,17,22.0,24,4.0,94.0,20.0,69.7,54.1,26.0,12.0,78.0,4.0
2943,2023,Ajaccio,Ligue 1,Vincent Marchetti,FRA,MF,25.0,2452,0,2,2,2.3,66.0,143.0,58.0,37,9,26,23.0,19,46.0,168.0,5.0,79.2,64.0,15.0,24.0,107.0,0.0
2944,2023,Ajaccio,Ligue 1,Fernand Mayembo,CGO,DF,26.0,707,0,0,0,1.2,2.0,11.0,1.0,4,0,5,2.0,11,4.0,50.0,15.0,85.9,67.9,2.0,0.0,7.0,0.0
2945,2023,Ajaccio,Ligue 1,Bevic Moussiti-Oko,CGO,FW,27.0,698,1,0,1,1.8,10.0,10.0,45.0,20,7,1,5.0,2,13.0,27.0,53.0,55.2,50.0,5.0,2.0,10.0,0.0
2946,2023,Ajaccio,Ligue 1,Riad Nouri,FRA,"MF,FW",37.0,1693,1,1,2,2.3,33.0,39.0,144.0,16,4,12,8.0,15,13.0,84.0,13.0,67.8,37.8,25.0,14.0,33.0,12.0
2947,2023,Ajaccio,Ligue 1,Mehdi Puch Herrantz,FRA,MF,18.0,47,0,0,0,0.0,3.0,4.0,1.0,0,0,2,1.0,3,1.0,6.0,0.0,78.6,100.0,2.0,1.0,2.0,0.0
2948,2023,Ajaccio,Ligue 1,Ghjuvanni Quilichini,FRA,GK,19.0,82,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1.0,0.0,41.2,28.6,0.0,0.0,0.0,0.0
2949,2023,Ajaccio,Ligue 1,François-Joseph Sollacaro,FRA,GK,28.0,540,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,6.0,0.0,47.9,28.3,0.0,0.0,1.0,0.0
2950,2023,Ajaccio,Ligue 1,Moussa Soumano,FRA,FW,17.0,495,1,0,1,0.5,5.0,1.0,19.0,6,2,2,2.0,0,5.0,10.0,8.0,64.2,33.3,5.0,1.0,0.0,1.0
2951,2023,Ajaccio,Ligue 1,Kevin Spadanuda,SUI,"MF,FW",25.0,1063,0,1,1,0.7,17.0,17.0,56.0,7,1,18,18.0,11,23.0,65.0,5.0,80.3,57.1,8.0,2.0,15.0,0.0
2952,2023,Ajaccio,Ligue 1,Tony Strata,FRA,"MF,DF",17.0,138,0,0,0,0.0,1.0,2.0,0.0,0,0,3,2.0,1,0.0,9.0,0.0,78.4,28.6,1.0,0.0,1.0,0.0
2953,2023,Ajaccio,Ligue 1,Yoann Touzghar,TUN,FW,35.0,447,0,0,0,0.2,3.0,7.0,24.0,3,0,2,0.0,0,2.0,10.0,9.0,71.4,66.7,1.0,0.0,5.0,0.0
2954,2023,Ajaccio,Ligue 1,Clément Vidal,FRA,"DF,MF",22.0,1901,1,0,1,0.8,3.0,61.0,3.0,12,2,15,27.0,27,1.0,92.0,50.0,76.9,61.6,1.0,2.0,52.0,1.0
2955,2023,Ajaccio,Ligue 1,Mohamed Youssouf,COM,DF,34.0,2459,0,0,0,0.3,48.0,91.0,83.0,5,1,44,32.0,65,11.0,140.0,47.0,72.9,44.9,15.0,24.0,83.0,17.0
2956,2023,Almería,La Liga,Sergio Akieme,ESP,DF,24.0,2297,1,0,1,1.5,60.0,58.0,84.0,23,7,16,22.0,14,27.0,127.0,14.0,77.4,40.6,21.0,22.0,43.0,17.0
2957,2023,Almería,La Liga,Srđan Babić,SRB,DF,26.0,2998,3,0,3,1.2,21.0,63.0,5.0,9,5,18,34.0,29,4.0,136.0,71.0,85.4,63.7,7.0,3.0,55.0,1.0
2958,2023,Almería,La Liga,Léo Baptistão,BRA,"FW,MF",29.0,1726,5,1,6,4.9,38.0,51.0,83.0,45,16,20,17.0,19,14.0,104.0,27.0,66.5,45.5,18.0,13.0,30.0,3.0
2959,2023,Almería,La Liga,El Bilal Touré,MLI,FW,20.0,1264,7,2,9,6.3,18.0,14.0,51.0,29,14,3,6.0,1,6.0,46.0,44.0,70.9,100.0,14.0,3.0,7.0,1.0
2960,2023,Almería,La Liga,Juan Brandáriz,ESP,DF,23.0,1489,1,0,1,0.4,13.0,32.0,10.0,3,1,16,20.0,15,7.0,87.0,11.0,82.4,49.0,2.0,3.0,35.0,2.0
2961,2023,Almería,La Liga,José Carlos Lazo,ESP,"MF,FW",26.0,20,0,0,0,0.1,0.0,0.0,3.0,2,1,0,0.0,0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2962,2023,Almería,La Liga,Álex Centelles,ESP,DF,24.0,1123,1,2,3,0.4,17.0,35.0,48.0,5,2,14,13.0,11,6.0,66.0,7.0,71.4,38.1,13.0,9.0,32.0,6.0
2963,2023,Almería,La Liga,Samu Costa,POR,MF,21.0,1989,1,2,3,1.7,9.0,91.0,24.0,20,7,31,29.0,37,9.0,143.0,48.0,78.8,60.4,13.0,11.0,68.0,0.0
2964,2023,Almería,La Liga,Curro,ESP,MF,26.0,43,0,0,0,0.1,1.0,1.0,1.0,1,1,0,0.0,0,0.0,3.0,0.0,75.0,75.0,2.0,1.0,1.0,0.0
2965,2023,Almería,La Liga,Íñigo Eguaras,ESP,MF,30.0,967,1,1,2,1.0,8.0,61.0,7.0,8,3,8,9.0,6,4.0,67.0,3.0,84.3,69.9,11.0,9.0,50.0,2.0
2966,2023,Almería,La Liga,Rodrigo Ely,BRA,DF,28.0,3155,0,1,1,1.0,6.0,52.0,4.0,19,1,21,46.0,31,5.0,142.0,79.0,81.2,57.1,6.0,3.0,54.0,0.0
2967,2023,Almería,La Liga,Adri Embarba,ESP,"FW,MF",30.0,1472,4,3,7,3.8,62.0,47.0,115.0,47,19,27,23.0,9,47.0,100.0,8.0,63.9,43.6,32.0,12.0,22.0,6.0
2968,2023,Almería,La Liga,Fernando,ESP,GK,32.0,3285,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,1.0,35.0,2.0,70.0,47.4,0.0,0.0,16.0,0.0
2969,2023,Almería,La Liga,Luis Javier Suárez,COL,FW,24.0,1490,4,4,8,4.4,29.0,26.0,87.0,41,13,11,13.0,3,19.0,46.0,36.0,68.9,52.2,13.0,2.0,21.0,1.0
2970,2023,Almería,La Liga,Kaiky,BRA,DF,18.0,581,0,0,0,0.1,7.0,11.0,2.0,1,0,5,18.0,11,2.0,22.0,6.0,81.3,63.0,0.0,1.0,12.0,0.0
2971,2023,Almería,La Liga,César de la Hoz,ESP,MF,30.0,1673,1,0,1,0.4,3.0,49.0,6.0,7,1,20,26.0,13,4.0,83.0,24.0,78.2,60.2,5.0,5.0,54.0,2.0
2972,2023,Almería,La Liga,Lázaro,BRA,"FW,MF",20.0,716,6,0,6,4.0,23.0,26.0,59.0,25,12,3,16.0,2,15.0,32.0,6.0,78.0,70.0,12.0,5.0,20.0,1.0
2973,2023,Almería,La Liga,Diego Mariño,ESP,GK,32.0,45,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,87.5,75.0,0.0,0.0,0.0,0.0
2974,2023,Almería,La Liga,Gonzalo Melero,ESP,MF,28.0,1855,4,3,7,3.0,31.0,97.0,37.0,23,10,16,23.0,7,17.0,96.0,14.0,86.4,82.5,19.0,13.0,72.0,0.0
2975,2023,Almería,La Liga,Houboulang Mendes,GNB,DF,24.0,886,0,1,1,0.0,18.0,18.0,30.0,1,0,11,12.0,7,9.0,37.0,1.0,71.3,36.2,4.0,6.0,14.0,3.0
2976,2023,Almería,La Liga,Marko Milovanović,SRB,FW,18.0,15,0,0,0,0.1,0.0,1.0,3.0,1,0,0,0.0,0,0.0,0.0,5.0,44.4,0.0,0.0,0.0,0.0,0.0
2977,2023,Almería,La Liga,Fernando Pacheco,ESP,GK,30.0,90,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,64.5,47.1,0.0,0.0,1.0,0.0
2978,2023,Almería,La Liga,Francisco Portillo,ESP,"MF,FW",32.0,722,2,1,3,0.7,16.0,74.0,37.0,5,2,6,7.0,7,9.0,54.0,5.0,79.5,53.7,13.0,18.0,49.0,3.0
2979,2023,Almería,La Liga,Alejandro Pozo Pozo,ESP,DF,23.0,1880,0,3,3,0.5,44.0,64.0,90.0,10,2,19,30.0,26,12.0,138.0,12.0,72.9,41.4,24.0,21.0,40.0,16.0
2980,2023,Almería,La Liga,Arnau Puigmal,ESP,"MF,FW",21.0,763,1,0,1,1.1,24.0,16.0,57.0,17,6,14,7.0,11,10.0,36.0,3.0,70.4,39.1,8.0,7.0,9.0,3.0
2981,2023,Almería,La Liga,Largie Ramazani,BEL,"FW,MF",21.0,1403,3,1,4,4.2,59.0,30.0,94.0,40,18,9,11.0,15,32.0,57.0,5.0,67.0,55.2,13.0,11.0,22.0,1.0
2982,2023,Almería,La Liga,Lucas Robertone,ARG,MF,25.0,2843,2,7,9,2.6,47.0,155.0,97.0,37,7,28,45.0,46,27.0,207.0,20.0,77.1,50.2,53.0,34.0,115.0,13.0
2983,2023,Almería,La Liga,Umar Sadiq,NGA,FW,25.0,240,2,0,2,1.5,5.0,2.0,7.0,7,3,0,2.0,0,4.0,8.0,4.0,61.1,0.0,3.0,1.0,0.0,0.0
2984,2023,Almería,La Liga,Dyego Sousa,POR,FW,32.0,527,0,1,1,1.2,10.0,16.0,39.0,13,4,6,4.0,1,5.0,17.0,27.0,66.9,33.3,10.0,5.0,4.0,0.0
2985,2023,Angers,Ligue 1,Himad Abdelli,ALG,"MF,FW",22.0,2137,2,2,4,1.4,58.0,151.0,111.0,24,7,38,30.0,28,43.0,180.0,18.0,83.0,72.2,36.0,26.0,124.0,8.0
2986,2023,Angers,Ligue 1,Ibrahim Amadou,FRA,"DF,MF",29.0,424,0,0,0,0.1,0.0,5.0,5.0,2,0,7,7.0,10,1.0,29.0,6.0,84.7,52.0,1.0,0.0,4.0,0.0
2987,2023,Angers,Ligue 1,Abdoulaye Bamba,CIV,DF,32.0,1364,0,0,0,0.0,8.0,36.0,19.0,0,0,12,7.0,18,4.0,68.0,17.0,85.9,65.4,4.0,6.0,46.0,3.0
2988,2023,Angers,Ligue 1,Nabil Bentaleb,ALG,MF,27.0,2489,4,4,8,3.2,46.0,176.0,28.0,39,13,40,33.0,44,63.0,231.0,29.0,81.6,61.9,33.0,15.0,172.0,0.0
2989,2023,Angers,Ligue 1,Paul Bernardoni,FRA,GK,25.0,2430,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,17.0,6.0,65.7,39.3,0.0,0.0,12.0,0.0
2990,2023,Angers,Ligue 1,Miha Blažič,SVN,DF,29.0,1979,2,0,2,1.6,0.0,64.0,0.0,8,4,6,25.0,22,0.0,113.0,44.0,87.5,66.3,1.0,2.0,42.0,0.0
2991,2023,Angers,Ligue 1,Antonin Bobichon,FRA,MF,26.0,18,0,0,0,0.1,2.0,4.0,8.0,1,1,0,1.0,0,0.0,2.0,0.0,60.0,66.7,1.0,1.0,5.0,0.0
2992,2023,Angers,Ligue 1,Sofiane Boufal,MAR,"FW,MF",28.0,834,4,3,7,3.6,49.0,56.0,94.0,21,9,9,6.0,5,39.0,36.0,1.0,76.0,50.0,27.0,10.0,30.0,1.0
2993,2023,Angers,Ligue 1,Ousmane Camara,FRA,DF,19.0,521,0,0,0,0.2,3.0,16.0,0.0,1,1,6,4.0,11,2.0,36.0,10.0,90.9,79.6,0.0,0.0,12.0,0.0
2994,2023,Angers,Ligue 1,Pierrick Capelle,FRA,"MF,DF",35.0,1428,0,3,3,1.5,16.0,66.0,40.0,16,7,21,24.0,15,14.0,107.0,13.0,82.6,55.7,13.0,7.0,58.0,5.0
2995,2023,Angers,Ligue 1,Ilyes Cheti,ALG,DF,27.0,207,0,0,0,0.0,2.0,4.0,7.0,0,0,4,5.0,4,0.0,18.0,0.0,86.4,66.7,1.0,1.0,6.0,1.0
2996,2023,Angers,Ligue 1,Lois Diony,FRA,FW,29.0,506,1,0,1,2.2,14.0,11.0,64.0,12,3,0,2.0,0,3.0,9.0,19.0,76.8,33.3,5.0,2.0,6.0,1.0
2997,2023,Angers,Ligue 1,Souleyman Doumbia,CIV,"DF,FW",25.0,1790,0,0,0,1.0,52.0,58.0,95.0,7,2,31,20.0,27,27.0,118.0,18.0,80.0,48.0,12.0,16.0,46.0,11.0
2998,2023,Angers,Ligue 1,Yahia Fofana,CIV,GK,21.0,990,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1.0,16.0,5.0,69.8,42.3,0.0,0.0,3.0,0.0
2999,2023,Angers,Ligue 1,Faouzi Ghoulam,ALG,DF,31.0,479,0,0,0,0.1,4.0,19.0,20.0,1,0,3,4.0,4,3.0,21.0,9.0,70.8,43.7,10.0,2.0,11.0,1.0
3000,2023,Angers,Ligue 1,Cédric Hountondji,BEN,DF,28.0,3095,0,0,0,1.1,5.0,84.0,1.0,11,4,36,44.0,59,1.0,151.0,63.0,86.5,62.9,4.0,3.0,50.0,0.0
3001,2023,Angers,Ligue 1,Adrien Hunou,FRA,"MF,FW",28.0,2234,4,1,5,6.5,34.0,62.0,149.0,45,18,20,35.0,7,13.0,108.0,19.0,76.0,51.1,18.0,12.0,38.0,1.0
3002,2023,Angers,Ligue 1,Marin Jakoliš,CRO,FW,25.0,28,0,0,0,0.1,2.0,3.0,2.0,2,1,1,0.0,0,0.0,1.0,0.0,57.1,0.0,0.0,0.0,1.0,0.0
3003,2023,Angers,Ligue 1,Justin-Noël Kalumba,FRA,DF,17.0,546,0,0,0,0.1,9.0,10.0,31.0,2,0,5,4.0,4,10.0,25.0,0.0,79.9,50.0,2.0,3.0,8.0,2.0
3004,2023,Angers,Ligue 1,Jean Mattéo Bahoya,FRA,"FW,MF",17.0,270,0,0,0,0.5,9.0,3.0,20.0,4,0,3,4.0,0,4.0,14.0,2.0,84.1,75.0,3.0,1.0,2.0,0.0
3005,2023,Angers,Ligue 1,Jason Mbock,FRA,"MF,FW",22.0,25,0,0,0,0.0,0.0,1.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,60.0,100.0,1.0,0.0,0.0,0.0
3006,2023,Angers,Ligue 1,Farid El Melali,ALG,"DF,FW",25.0,806,0,0,0,1.1,42.0,24.0,54.0,11,2,12,16.0,8,26.0,53.0,2.0,69.5,55.6,4.0,4.0,13.0,1.0
3007,2023,Angers,Ligue 1,Batista Mendy,FRA,"MF,DF",22.0,2859,0,0,0,0.9,27.0,195.0,49.0,15,2,30,38.0,21,38.0,193.0,27.0,86.2,69.6,17.0,22.0,159.0,2.0
3008,2023,Angers,Ligue 1,Ibrahima Niane,SEN,FW,23.0,1136,2,0,2,3.4,11.0,24.0,57.0,26,11,2,8.0,1,8.0,35.0,23.0,75.4,76.9,8.0,4.0,17.0,0.0
3009,2023,Angers,Ligue 1,Zinédine Ould Khaled,FRA,"MF,FW",22.0,51,0,0,0,0.3,0.0,5.0,2.0,1,1,1,0.0,2,0.0,6.0,1.0,94.4,100.0,0.0,1.0,3.0,0.0
3010,2023,Angers,Ligue 1,Azzedine Ounahi,MAR,"MF,FW",22.0,1129,0,0,0,1.8,53.0,87.0,77.0,23,6,8,8.0,15,40.0,70.0,5.0,86.0,71.4,17.0,12.0,70.0,1.0
3011,2023,Angers,Ligue 1,Lilian Raolisoa,FRA,"DF,MF",22.0,173,1,0,1,0.2,5.0,10.0,16.0,3,2,9,3.0,3,3.0,17.0,1.0,82.4,60.0,3.0,4.0,4.0,1.0
3012,2023,Angers,Ligue 1,Halid Šabanović,BIH,DF,22.0,638,2,0,2,0.9,5.0,20.0,30.0,5,3,6,8.0,8,4.0,28.0,4.0,81.4,54.5,2.0,4.0,20.0,1.0
3013,2023,Angers,Ligue 1,Amine Salama,FRA,"FW,MF",22.0,1249,3,1,4,3.0,35.0,21.0,94.0,25,11,9,8.0,10,22.0,51.0,8.0,73.5,72.7,9.0,12.0,17.0,2.0
3014,2023,Angers,Ligue 1,Abdallah Sima,SEN,FW,21.0,1836,5,1,6,4.8,38.0,21.0,140.0,39,10,13,8.0,4,21.0,52.0,43.0,73.3,47.1,16.0,6.0,18.0,1.0
3015,2023,Angers,Ligue 1,Waniss Taibi,FRA,MF,20.0,189,0,1,1,0.3,8.0,16.0,7.0,1,0,5,1.0,2,2.0,16.0,2.0,89.3,80.0,1.0,2.0,12.0,0.0
3016,2023,Angers,Ligue 1,Sada Thioub,SEN,"DF,FW",27.0,1060,1,2,3,1.4,23.0,57.0,78.0,9,1,10,13.0,7,16.0,63.0,4.0,80.1,55.8,15.0,19.0,46.0,8.0
3017,2023,Angers,Ligue 1,Yan Valery,TUN,DF,23.0,2497,0,0,0,0.8,72.0,84.0,74.0,13,2,39,35.0,34,33.0,141.0,37.0,73.5,46.4,12.0,17.0,69.0,14.0
3018,2023,Arsenal,Premier League,Mohamed Elneny,EGY,MF,30.0,113,0,0,0,0.0,1.0,2.0,1.0,0,0,1,0.0,0,0.0,10.0,0.0,95.0,100.0,0.0,2.0,3.0,0.0
3019,2023,Arsenal,Premier League,Rob Holding,ENG,DF,26.0,566,1,0,1,0.3,3.0,24.0,2.0,5,2,5,6.0,3,1.0,40.0,22.0,86.4,66.7,0.0,1.0,23.0,0.0
3020,2023,Arsenal,Premier League,Gabriel Jesus,BRA,FW,25.0,2064,11,6,17,14.0,44.0,64.0,194.0,76,31,25,27.0,11,44.0,79.0,44.0,80.3,62.2,31.0,22.0,31.0,2.0
3021,2023,Arsenal,Premier League,Jorginho,ITA,MF,30.0,855,0,1,1,0.2,15.0,99.0,8.0,6,0,13,7.0,9,3.0,69.0,10.0,87.1,67.2,5.0,12.0,84.0,0.0
3022,2023,Arsenal,Premier League,Jakub Kiwior,POL,DF,22.0,427,1,0,1,0.1,0.0,6.0,6.0,1,1,5,5.0,6,1.0,20.0,8.0,86.3,46.7,1.0,0.0,6.0,0.0
3023,2023,Arsenal,Premier League,Gabriel Magalhães,BRA,DF,24.0,3409,3,0,3,5.1,18.0,153.0,16.0,32,9,30,49.0,32,2.0,191.0,100.0,89.4,61.0,5.0,3.0,171.0,0.0
3024,2023,Arsenal,Premier League,Marquinhos,BRA,MF,19.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0
3025,2023,Arsenal,Premier League,Gabriel Martinelli,BRA,FW,21.0,2789,15,5,20,9.1,124.0,94.0,350.0,79,30,18,24.0,9,59.0,103.0,14.0,75.2,49.6,59.0,43.0,33.0,10.0
3026,2023,Arsenal,Premier League,Reiss Nelson,ENG,FW,22.0,212,3,2,5,1.1,19.0,6.0,34.0,12,7,1,3.0,0,7.0,16.0,2.0,84.2,57.1,9.0,4.0,3.0,2.0
3027,2023,Arsenal,Premier League,Eddie Nketiah,ENG,FW,23.0,1089,4,1,5,8.2,32.0,15.0,82.0,41,14,9,7.0,1,15.0,30.0,10.0,80.4,75.0,9.0,6.0,9.0,0.0
3028,2023,Arsenal,Premier League,Ethan Nwaneri,ENG,FW,15.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,2023,Arsenal,Premier League,Thomas Partey,GHA,MF,29.0,2483,3,0,3,2.2,34.0,231.0,35.0,28,4,40,26.0,28,35.0,225.0,37.0,87.2,74.2,26.0,24.0,231.0,2.0
3030,2023,Arsenal,Premier League,Aaron Ramsdale,ENG,GK,24.0,3420,0,0,0,0.0,0.0,8.0,0.0,0,0,1,0.0,0,1.0,33.0,6.0,68.5,35.8,0.0,2.0,30.0,0.0
3031,2023,Arsenal,Premier League,Bukayo Saka,ENG,FW,20.0,3181,14,11,25,11.2,179.0,109.0,520.0,86,29,34,38.0,14,61.0,127.0,16.0,73.7,42.7,75.0,66.0,50.0,12.0
3032,2023,Arsenal,Premier League,William Saliba,FRA,DF,21.0,2415,2,1,3,0.9,13.0,99.0,2.0,6,3,20,13.0,19,8.0,206.0,53.0,91.0,75.0,6.0,3.0,111.0,0.0
3033,2023,Arsenal,Premier League,Albert Sambi Lokonga,BEL,MF,22.0,198,0,0,0,0.0,0.0,12.0,2.0,0,0,1,1.0,5,1.0,14.0,3.0,94.3,91.7,1.0,1.0,17.0,0.0
3034,2023,Arsenal,Premier League,Emile Smith Rowe,ENG,"MF,FW",22.0,172,0,2,2,0.3,2.0,7.0,11.0,4,1,1,1.0,0,2.0,8.0,0.0,87.1,83.3,6.0,4.0,3.0,0.0
3035,2023,Arsenal,Premier League,Cédric Soares,POR,DF,30.0,29,0,0,0,0.0,1.0,3.0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0
3036,2023,Arsenal,Premier League,Kieran Tierney,SCO,DF,25.0,795,0,1,1,0.3,25.0,36.0,31.0,7,2,11,8.0,11,3.0,43.0,6.0,74.5,50.7,4.0,9.0,35.0,1.0
3037,2023,Arsenal,Premier League,Takehiro Tomiyasu,JPN,DF,23.0,663,0,1,1,0.2,14.0,51.0,28.0,3,0,18,7.0,14,1.0,42.0,17.0,81.0,53.6,4.0,6.0,41.0,2.0
3038,2023,Arsenal,Premier League,Leandro Trossard,BEL,FW,27.0,931,1,10,11,1.8,36.0,57.0,102.0,17,5,7,18.0,6,15.0,46.0,1.0,76.8,59.3,22.0,30.0,20.0,5.0
3039,2023,Arsenal,Premier League,Fabio Vieira,POR,"MF,FW",22.0,514,1,2,3,0.8,8.0,35.0,40.0,15,2,4,5.0,4,6.0,34.0,3.0,80.7,36.0,12.0,7.0,26.0,2.0
3040,2023,Arsenal,Premier League,Ben White,ENG,DF,24.0,3055,2,5,7,1.3,64.0,249.0,124.0,10,2,31,47.0,22,8.0,155.0,33.0,84.2,52.2,26.0,42.0,226.0,12.0
3041,2023,Arsenal,Premier League,Granit Xhaka,SUI,MF,29.0,2993,7,7,14,4.7,42.0,196.0,175.0,40,14,27,28.0,15,15.0,152.0,37.0,84.7,81.3,47.0,40.0,148.0,4.0
3042,2023,Arsenal,Premier League,Oleksandr Zinchenko,UKR,DF,25.0,2118,1,2,3,1.4,67.0,227.0,68.0,28,7,18,20.0,22,15.0,163.0,51.0,86.4,70.9,19.0,41.0,201.0,4.0
3043,2023,Arsenal,Premier League,Martin Ødegaard,NOR,MF,23.0,3127,15,7,22,10.0,83.0,266.0,193.0,93,31,23,20.0,6,48.0,178.0,13.0,80.3,62.9,76.0,91.0,135.0,4.0
